sku_code,design_no.,stock,category,size,color,qty,amount
JNE3658-TP-XS,JNE3658,2.0,TOP,XS,White,1,324.9
JNE3658-TP-XXL,JNE3658,4.0,TOP,XXL,White,1,478.82
JNE3659-TP-L,JNE3659,29.0,TOP,L,Teal,1,142.24
JNE3659-TP-M,JNE3659,123.0,TOP,M,Teal,1,389.41
JNE3659-TP-S,JNE3659,77.0,TOP,S,Teal,1,84.11
JNE3659-TP-XL,JNE3659,76.0,TOP,XL,Teal,1,332.98
JNE3659-TP-XS,JNE3659,12.0,TOP,XS,Teal,1,197.68
JNE3659-TP-XXL,JNE3659,47.0,TOP,XXL,Teal,1,456.65
JNE3660-TP-L,JNE3660,16.0,TOP,L,Sky Blue,1,484.81
JNE3660-TP-M,JNE3660,11.0,TOP,M,Sky Blue,1,16.83
JNE3660-TP-S,JNE3660,17.0,TOP,S,Sky Blue,1,65.2
JNE3660-TP-XL,JNE3660,19.0,TOP,XL,Sky Blue,1,150.3
JNE3660-TP-XS,JNE3660,10.0,TOP,XS,Sky Blue,1,60.53
JNE3660-TP-XXL,JNE3660,11.0,TOP,XXL,Sky Blue,1,160.34
JNE3661-TP-L,JNE3661,2.0,TOP,L,Pink,1,114.18
JNE3661-TP-M,JNE3661,0.0,TOP,M,Pink,1,57.15
JNE3661-TP-S,JNE3661,0.0,TOP,S,Pink,1,435.04
JNE3661-TP-XL,JNE3661,5.0,TOP,XL,Pink,1,137.62
JNE3661-TP-XS,JNE3661,2.0,TOP,XS,Pink,1,336.41
JNE3661-TP-XXL,JNE3661,5.0,TOP,XXL,Pink,1,404.69
JNE3662-TP-L,JNE3662,1.0,TOP,L,Peach,1,226.58
JNE3662-TP-M,JNE3662,2.0,TOP,M,Peach,1,260.74
JNE3662-TP-S,JNE3662,4.0,TOP,S,Peach,1,249.05
JNE3662-TP-XL,JNE3662,2.0,TOP,XL,Peach,1,224.98
JNE3662-TP-XS,JNE3662,6.0,TOP,XS,Peach,1,176.63
JNE3662-TP-XXL,JNE3662,4.0,TOP,XXL,Peach,1,280.36
JNE3663-TP-L,JNE3663,2.0,TOP,L,Grey,1,87.85
JNE3663-TP-M,JNE3663,3.0,TOP,M,Grey,1,235.92
JNE3663-TP-S,JNE3663,1.0,TOP,S,Grey,1,169.18
JNE3663-TP-XL,JNE3663,1.0,TOP,XL,Grey,1,184.51
JNE3663-TP-XS,JNE3663,0.0,TOP,XS,Grey,1,477.19
JNE3663-TP-XXL,JNE3663,2.0,TOP,XXL,Grey,1,31.43
JNE3664-TP-L,JNE3664,2.0,TOP,L,Green,1,95.96
JNE3664-TP-M,JNE3664,2.0,TOP,M,Green,1,251.19
JNE3664-TP-S,JNE3664,8.0,TOP,S,Green,1,329.47
JNE3664-TP-XL,JNE3664,2.0,TOP,XL,Green,1,247.02
JNE3664-TP-XS,JNE3664,11.0,TOP,XS,Green,1,60.67
JNE3664-TP-XXL,JNE3664,0.0,TOP,XXL,Green,1,94.95
JNE3665-TP-L,JNE3665,43.0,TOP,L,Grey,1,301.78
JNE3665-TP-M,JNE3665,39.0,TOP,M,Grey,1,343.06
JNE3665-TP-S,JNE3665,1.0,TOP,S,Grey,1,234.62
JNE3665-TP-XL,JNE3665,5.0,TOP,XL,Grey,1,119.35
JNE3665-TP-XS,JNE3665,8.0,TOP,XS,Grey,1,285.0
JNE3665-TP-XXL,JNE3665,5.0,TOP,XXL,Grey,1,107.92
JNE3666-TP-L,JNE3666,2.0,TOP,L,Beige,1,167.44
JNE3666-TP-M,JNE3666,2.0,TOP,M,Beige,1,473.93
JNE3666-TP-S,JNE3666,3.0,TOP,S,Beige,1,465.62
JNE3666-TP-XL,JNE3666,5.0,TOP,XL,Beige,1,313.56
JNE3666-TP-XS,JNE3666,0.0,TOP,XS,Beige,1,446.69
JNE3666-TP-XXL,JNE3666,17.0,TOP,XXL,Beige,1,294.86
JNE3667-TP-L,JNE3667,3.0,TOP,L,Mustard,1,205.66
JNE3667-TP-M,JNE3667,4.0,TOP,M,Mustard,1,450.08
JNE3667-TP-S,JNE3667,6.0,TOP,S,Mustard,1,173.44
JNE3667-TP-XL,JNE3667,7.0,TOP,XL,Mustard,1,250.88
JNE3667-TP-XS,JNE3667,5.0,TOP,XS,Mustard,1,236.93
JNE3667-TP-XXL,JNE3667,4.0,TOP,XXL,Mustard,1,302.05
JNE3668-TP-L,JNE3668,2.0,TOP,L,Maroon,1,397.36
JNE3668-TP-M,JNE3668,7.0,TOP,M,Maroon,1,425.88
JNE3668-TP-S,JNE3668,6.0,TOP,S,Maroon,1,386.12
JNE3668-TP-XL,JNE3668,2.0,TOP,XL,Maroon,1,156.9
JNE3668-TP-XS,JNE3668,13.0,TOP,XS,Maroon,1,85.58
JNE3668-TP-XXL,JNE3668,2.0,TOP,XXL,Maroon,1,128.31
JNE3669-TU-L,JNE3669,1.0,TUNIC,L,Blue,1,442.98
JNE3669-TU-M,JNE3669,2.0,TUNIC,M,Blue,1,401.18
JNE3669-TU-S,JNE3669,3.0,TUNIC,S,Blue,1,462.64
JNE3669-TU-XL,JNE3669,3.0,TUNIC,XL,Blue,1,415.76
JNE3669-TU-XS,JNE3669,2.0,TUNIC,XS,Blue,1,93.13
JNE3669-TU-XXL,JNE3669,3.0,TUNIC,XXL,Blue,1,121.32
JNE3669-TU-XXXL,JNE3669,3.0,TUNIC,XXXL,Blue,1,306.25
JNE3670-TU-L,JNE3670,3.0,TUNIC,L,White,1,210.21
JNE3670-TU-M,JNE3670,2.0,TUNIC,M,White,1,136.68
JNE3670-TU-S,JNE3670,3.0,TUNIC,S,White,1,461.3
JNE3670-TU-XL,JNE3670,4.0,TUNIC,XL,White,1,320.03
JNE3670-TU-XS,JNE3670,5.0,TUNIC,XS,White,1,94.54
JNE3670-TU-XXL,JNE3670,2.0,TUNIC,XXL,White,1,67.56
JNE3670-TU-XXXL,JNE3670,2.0,TUNIC,XXXL,White,1,294.37
JNE3671-TU-L,JNE3671,3.0,TUNIC,L,Pink,1,449.83
JNE3671-TU-M,JNE3671,7.0,TUNIC,M,Pink,1,183.62
JNE3671-TU-S,JNE3671,8.0,TUNIC,S,Pink,1,340.12
JNE3671-TU-XL,JNE3671,14.0,TUNIC,XL,Pink,1,366.28
JNE3671-TU-XS,JNE3671,4.0,TUNIC,XS,Pink,1,419.0
JNE3671-TU-XXL,JNE3671,3.0,TUNIC,XXL,Pink,1,248.6
JNE3671-TU-XXXL,JNE3671,6.0,TUNIC,XXXL,Pink,1,147.26
JNE3672-TU-L,JNE3672,2.0,TOP,L,Red,1,183.64
JNE3672-TU-M,JNE3672,1.0,TOP,M,Red,1,111.68
JNE3672-TU-S,JNE3672,3.0,TOP,S,Red,1,460.92
JNE3672-TU-XL,JNE3672,0.0,TOP,XL,Red,1,438.92
JNE3672-TU-XS,JNE3672,10.0,TOP,XS,Red,1,95.07
JNE3672-TU-XXL,JNE3672,3.0,TOP,XXL,Red,1,439.91
JNE3672-TU-XXXL,JNE3672,3.0,TOP,XXXL,Red,1,202.8
JNE3673-TU-L,JNE3673,1.0,TOP,L,Mustard,1,311.68
JNE3673-TU-M,JNE3673,6.0,TOP,M,Mustard,1,409.47
JNE3673-TU-S,JNE3673,3.0,TOP,S,Mustard,1,352.88
JNE3673-TU-XL,JNE3673,3.0,TOP,XL,Mustard,1,428.9
JNE3673-TU-XS,JNE3673,11.0,TOP,XS,Mustard,1,69.44
JNE3673-TU-XXL,JNE3673,2.0,TOP,XXL,Mustard,1,439.53
JNE3673-TU-XXXL,JNE3673,2.0,TOP,XXXL,Mustard,1,407.82
JNE3674-TU-L,JNE3674,29.0,TOP,L,Black,1,242.43
JNE3674-TU-M,JNE3674,130.0,TOP,M,Black,1,408.28
JNE3674-TU-S,JNE3674,12.0,TOP,S,Black,1,337.15
JNE3674-TU-XL,JNE3674,63.0,TOP,XL,Black,1,82.6
JNE3674-TU-XS,JNE3674,9.0,TOP,XS,Black,1,385.33
JNE3674-TU-XXL,JNE3674,38.0,TOP,XXL,Black,1,61.9
JNE3674-TU-XXXL,JNE3674,32.0,TOP,XXXL,Black,1,449.22
JNE3675-TU-L,JNE3675,37.0,TUNIC,L,Pink,1,123.09
JNE3675-TU-M,JNE3675,16.0,TUNIC,M,Pink,1,422.43
JNE3675-TU-S,JNE3675,30.0,TUNIC,S,Pink,1,462.65
JNE3675-TU-XL,JNE3675,23.0,TUNIC,XL,Pink,1,345.16
JNE3675-TU-XS,JNE3675,20.0,TUNIC,XS,Pink,1,23.42
JNE3675-TU-XXL,JNE3675,17.0,TUNIC,XXL,Pink,1,291.38
JNE3675-TU-XXXL,JNE3675,35.0,TUNIC,XXXL,Pink,1,171.39
JNE3676-TU-L,JNE3676,79.0,TUNIC,L,Red,1,333.2
JNE3676-TU-M,JNE3676,4.0,TUNIC,M,Red,1,453.61
JNE3676-TU-S,JNE3676,42.0,TUNIC,S,Red,1,332.91
JNE3676-TU-XL,JNE3676,43.0,TUNIC,XL,Red,1,180.87
JNE3676-TU-XS,JNE3676,10.0,TUNIC,XS,Red,1,104.22
JNE3676-TU-XXL,JNE3676,4.0,TUNIC,XXL,Red,1,111.14
JNE3676-TU-XXXL,JNE3676,1.0,TUNIC,XXXL,Red,1,322.95
JNE3678-TU-L,JNE3678,3.0,TUNIC,L,Blue,1,48.5
JNE3678-TU-M,JNE3678,2.0,TUNIC,M,Blue,1,454.0
JNE3678-TU-S,JNE3678,7.0,TUNIC,S,Blue,1,369.45
JNE3678-TU-XL,JNE3678,4.0,TUNIC,XL,Blue,1,295.42
JNE3678-TU-XS,JNE3678,7.0,TUNIC,XS,Blue,1,181.44
JNE3678-TU-XXL,JNE3678,3.0,TUNIC,XXL,Blue,1,203.03
JNE3678-TU-XXXL,JNE3678,3.0,TUNIC,XXXL,Blue,1,130.91
JNE3679-TU-L,JNE3679,3.0,TUNIC,L,Blue,1,122.3
JNE3679-TU-M,JNE3679,1.0,TUNIC,M,Blue,1,85.31
JNE3679-TU-S,JNE3679,2.0,TUNIC,S,Blue,1,116.98
JNE3679-TU-XL,JNE3679,2.0,TUNIC,XL,Blue,1,359.16
JNE3679-TU-XS,JNE3679,2.0,TUNIC,XS,Blue,1,36.49
JNE3679-TU-XXL,JNE3679,2.0,TUNIC,XXL,Blue,1,196.99
JNE3679-TU-XXXL,JNE3679,2.0,TUNIC,XXXL,Blue,1,475.63
JNE3680-TU-L,JNE3680,157.0,TUNIC,L,Grey,1,340.83
JNE3680-TU-M,JNE3680,106.0,TUNIC,M,Grey,1,419.4
JNE3680-TU-S,JNE3680,73.0,TUNIC,S,Grey,1,82.86
JNE3680-TU-XL,JNE3680,145.0,TUNIC,XL,Grey,1,273.32
JNE3680-TU-XS,JNE3680,51.0,TUNIC,XS,Grey,1,417.82
JNE3680-TU-XXL,JNE3680,78.0,TUNIC,XXL,Grey,1,497.72
JNE3680-TU-XXXL,JNE3680,9.0,TUNIC,XXXL,Grey,1,342.29
JNE3683-TU-L,JNE3683,0.0,TUNIC,L,Pink,1,92.57
JNE3683-TU-M,JNE3683,2.0,TUNIC,M,Pink,1,211.56
JNE3683-TU-S,JNE3683,1.0,TUNIC,S,Pink,1,135.63
JNE3683-TU-XL,JNE3683,1.0,TUNIC,XL,Pink,1,130.5
JNE3683-TU-XS,JNE3683,7.0,TUNIC,XS,Pink,1,233.27
JNE3683-TU-XXL,JNE3683,2.0,TUNIC,XXL,Pink,1,433.22
JNE3683-TU-XXXL,JNE3683,3.0,TUNIC,XXXL,Pink,1,242.42
JNE3684-TU-L,JNE3684,2.0,TUNIC,L,Red,1,69.34
JNE3684-TU-M,JNE3684,3.0,TUNIC,M,Red,1,221.86
JNE3684-TU-S,JNE3684,5.0,TUNIC,S,Red,1,352.63
JNE3684-TU-XL,JNE3684,2.0,TUNIC,XL,Red,1,347.3
JNE3684-TU-XS,JNE3684,9.0,TUNIC,XS,Red,1,84.92
JNE3684-TU-XXL,JNE3684,0.0,TUNIC,XXL,Red,1,467.28
JNE3684-TU-XXXL,JNE3684,1.0,TUNIC,XXXL,Red,1,173.1
JNE3686-TU-L,JNE3686,3.0,TUNIC,L,White,1,36.16
JNE3686-TU-M,JNE3686,2.0,TUNIC,M,White,1,180.92
JNE3686-TU-S,JNE3686,3.0,TUNIC,S,White,1,420.95
JNE3686-TU-XL,JNE3686,2.0,TUNIC,XL,White,1,229.3
JNE3686-TU-XS,JNE3686,1.0,TUNIC,XS,White,1,235.21
JNE3686-TU-XXL,JNE3686,5.0,TUNIC,XXL,White,1,37.01
JNE3686-TU-XXXL,JNE3686,2.0,TUNIC,XXXL,White,1,93.79
JNE3687-TU-L,JNE3687,37.0,TUNIC,L,Black,1,436.37
JNE3687-TU-M,JNE3687,41.0,TUNIC,M,Black,1,394.75
JNE3687-TU-S,JNE3687,35.0,TUNIC,S,Black,1,215.44
JNE3687-TU-XL,JNE3687,9.0,TUNIC,XL,Black,1,112.88
JNE3687-TU-XS,JNE3687,19.0,TUNIC,XS,Black,1,444.66
JNE3687-TU-XXL,JNE3687,11.0,TUNIC,XXL,Black,1,372.8
JNE3687-TU-XXXL,JNE3687,22.0,TUNIC,XXXL,Black,1,471.98
JNE3688-TU-L,JNE3688,38.0,TUNIC,L,Green,1,39.29
JNE3688-TU-M,JNE3688,49.0,TUNIC,M,Green,1,466.66
JNE3688-TU-S,JNE3688,57.0,TUNIC,S,Green,1,98.59
JNE3688-TU-XL,JNE3688,39.0,TUNIC,XL,Green,1,132.68
JNE3688-TU-XS,JNE3688,2.0,TUNIC,XS,Green,1,262.94
JNE3688-TU-XXL,JNE3688,22.0,TUNIC,XXL,Green,1,15.2
JNE3688-TU-XXXL,JNE3688,22.0,TUNIC,XXXL,Green,1,185.75
JNE3689-TU-L,JNE3689,0.0,TUNIC,L,Navy Blue,1,494.57
JNE3689-TU-M,JNE3689,3.0,TUNIC,M,Navy Blue,1,227.85
JNE3689-TU-S,JNE3689,3.0,TUNIC,S,Navy Blue,1,367.69
JNE3689-TU-XL,JNE3689,17.0,TUNIC,XL,Navy Blue,1,346.51
JNE3689-TU-XS,JNE3689,3.0,TUNIC,XS,Navy Blue,1,365.33
JNE3689-TU-XXL,JNE3689,12.0,TUNIC,XXL,Navy Blue,1,264.94
JNE3689-TU-XXXL,JNE3689,15.0,TUNIC,XXXL,Navy Blue,1,448.4
JNE3690-TU-L,JNE3690,38.0,TUNIC,L,Maroon,1,485.11
JNE3690-TU-M,JNE3690,51.0,TUNIC,M,Maroon,1,352.98
JNE3690-TU-S,JNE3690,144.0,TUNIC,S,Maroon,1,168.48
JNE3690-TU-XL,JNE3690,38.0,TUNIC,XL,Maroon,1,75.74
JNE3690-TU-XS,JNE3690,105.0,TUNIC,XS,Maroon,1,224.3
JNE3690-TU-XXL,JNE3690,11.0,TUNIC,XXL,Maroon,1,348.28
JNE3690-TU-XXXL,JNE3690,6.0,TUNIC,XXXL,Maroon,1,204.16
JNE3691-TU-L,JNE3691,9.0,TUNIC,L,Maroon,1,274.85
JNE3691-TU-M,JNE3691,7.0,TUNIC,M,Maroon,1,495.5
JNE3691-TU-S,JNE3691,6.0,TUNIC,S,Maroon,1,209.57
JNE3691-TU-XL,JNE3691,3.0,TUNIC,XL,Maroon,1,138.83
JNE3691-TU-XS,JNE3691,11.0,TUNIC,XS,Maroon,1,60.79
JNE3691-TU-XXL,JNE3691,6.0,TUNIC,XXL,Maroon,1,236.39
JNE3691-TU-XXXL,JNE3691,12.0,TUNIC,XXXL,Maroon,1,302.56
JNE3693-KR-L,JNE3693,1.0,KURTA,L,Grey,1,178.06
JNE3693-KR-M,JNE3693,2.0,KURTA,M,Grey,1,473.43
JNE3693-KR-S,JNE3693,2.0,KURTA,S,Grey,1,449.35
JNE3693-KR-XL,JNE3693,1.0,KURTA,XL,Grey,1,129.68
JNE3693-KR-XXL,JNE3693,2.0,KURTA,XXL,Grey,1,358.73
JNE3694-KR-L,JNE3694,1.0,KURTA,L,Cream,1,188.61
JNE3694-KR-M,JNE3694,7.0,KURTA,M,Cream,1,294.21
JNE3694-KR-S,JNE3694,6.0,KURTA,S,Cream,1,80.91
JNE3694-KR-XL,JNE3694,4.0,KURTA,XL,Cream,1,135.15
JNE3694-KR-XXL,JNE3694,6.0,KURTA,XXL,Cream,1,349.67
JNE3695-KR-L,JNE3695,2.0,KURTA,L,Yellow,1,250.49
JNE3695-KR-M,JNE3695,5.0,KURTA,M,Yellow,1,235.54
JNE3695-KR-S,JNE3695,6.0,KURTA,S,Yellow,1,384.42
JNE3695-KR-XL,JNE3695,3.0,KURTA,XL,Yellow,1,310.08
JNE3695-KR-XXL,JNE3695,2.0,KURTA,XXL,Yellow,1,259.27
JNE3697-KR-L,JNE3697,40.0,KURTA,L,Mauve,1,462.87
JNE3697-KR-M,JNE3697,81.0,KURTA,M,Mauve,1,23.66
JNE3697-KR-S,JNE3697,18.0,KURTA,S,Mauve,1,153.81
JNE3697-KR-XL,JNE3697,69.0,KURTA,XL,Mauve,1,275.38
JNE3697-KR-XS,JNE3697,0.0,KURTA,XS,Mauve,1,226.26
JNE3697-KR-XXL,JNE3697,81.0,KURTA,XXL,Mauve,1,298.62
JNE3698-KR-L,JNE3698,2.0,KURTA,L,White,1,480.11
JNE3698-KR-M,JNE3698,3.0,KURTA,M,White,1,322.29
JNE3698-KR-S,JNE3698,38.0,KURTA,S,White,1,489.92
JNE3698-KR-XL,JNE3698,6.0,KURTA,XL,White,1,350.38
JNE3698-KR-XXL,JNE3698,16.0,KURTA,XXL,White,1,425.73
JNE3700-KR-L,JNE3700,12.0,KURTA,L,Green,1,297.34
JNE3700-KR-M,JNE3700,26.0,KURTA,M,Green,1,208.15
JNE3700-KR-S,JNE3700,20.0,KURTA,S,Green,1,495.65
JNE3700-KR-XL,JNE3700,22.0,KURTA,XL,Green,1,27.1
JNE3700-KR-XS,JNE3700,0.0,KURTA,XS,Green,1,11.38
JNE3700-KR-XXL,JNE3700,32.0,KURTA,XXL,Green,1,287.74
JNE3700-KR-XXXL,JNE3700,0.0,KURTA,XXXL,Green,1,482.32
JNE3701-KR-L,JNE3701,111.0,KURTA,L,Orange,1,318.38
JNE3701-KR-M,JNE3701,129.0,KURTA,M,Orange,1,205.07
JNE3701-KR-S,JNE3701,123.0,KURTA,S,Orange,1,220.81
JNE3701-KR-XL,JNE3701,80.0,KURTA,XL,Orange,1,26.6
JNE3701-KR-XS,JNE3701,43.0,KURTA,XS,Orange,1,430.84
JNE3701-KR-XXL,JNE3701,88.0,KURTA,XXL,Orange,1,402.47
JNE3701-KR-XXXL,JNE3701,9.0,KURTA,XXXL,Orange,1,295.98
JNE3702-KR-L,JNE3702,29.0,KURTA,L,Light Green,1,306.71
JNE3702-KR-M,JNE3702,36.0,KURTA,M,Light Green,1,79.56
JNE3702-KR-S,JNE3702,57.0,KURTA,S,Light Green,1,163.82
JNE3702-KR-XL,JNE3702,29.0,KURTA,XL,Light Green,1,84.8
JNE3702-KR-XS,JNE3702,66.0,KURTA,XS,Light Green,1,218.62
JNE3702-KR-XXL,JNE3702,51.0,KURTA,XXL,Light Green,1,247.0
JNE3702-KR-XXXL,JNE3702,9.0,KURTA,XXXL,Light Green,1,58.31
JNE3703-KR-L,JNE3703,3.0,KURTA,L,Green,1,465.48
JNE3703-KR-M,JNE3703,5.0,KURTA,M,Green,1,298.01
JNE3703-KR-S,JNE3703,14.0,KURTA,S,Green,1,311.43
JNE3703-KR-XL,JNE3703,6.0,KURTA,XL,Green,1,244.27
JNE3703-KR-XS,JNE3703,4.0,KURTA,XS,Green,1,110.67
JNE3703-KR-XXL,JNE3703,5.0,KURTA,XXL,Green,1,420.64
JNE3703-KR-XXXL,JNE3703,3.0,KURTA,XXXL,Green,1,264.79
JNE3704-KR-L,JNE3704,19.0,KURTA,L,Brown,1,376.15
JNE3704-KR-M,JNE3704,19.0,KURTA,M,Brown,1,452.61
JNE3704-KR-S,JNE3704,4.0,KURTA,S,Brown,1,162.32
JNE3704-KR-XL,JNE3704,17.0,KURTA,XL,Brown,1,312.19
JNE3704-KR-XS,JNE3704,19.0,KURTA,XS,Brown,1,489.21
JNE3704-KR-XXL,JNE3704,10.0,KURTA,XXL,Brown,1,53.49
JNE3704-KR-XXXL,JNE3704,2.0,KURTA,XXXL,Brown,1,54.3
JNE3706-DR-L,JNE3706,3.0,DRESS,L,Cream,1,128.06
JNE3706-DR-M,JNE3706,3.0,DRESS,M,Cream,1,195.32
JNE3706-DR-S,JNE3706,24.0,DRESS,S,Cream,1,41.3
JNE3706-DR-XL,JNE3706,5.0,DRESS,XL,Cream,1,219.37
JNE3706-DR-XS,JNE3706,38.0,DRESS,XS,Cream,1,73.98
JNE3706-DR-XXL,JNE3706,3.0,DRESS,XXL,Cream,1,475.5
JNE3706-DR-XXXL,JNE3706,2.0,DRESS,XXXL,Cream,1,290.4
JNE3707-DR-L,JNE3707,9.0,DRESS,L,Cream,1,467.98
JNE3707-DR-M,JNE3707,5.0,DRESS,M,Cream,1,310.19
JNE3707-DR-S,JNE3707,27.0,DRESS,S,Cream,1,247.74
JNE3707-DR-XL,JNE3707,19.0,DRESS,XL,Cream,1,154.22
JNE3707-DR-XS,JNE3707,40.0,DRESS,XS,Cream,1,251.77
JNE3707-DR-XXL,JNE3707,19.0,DRESS,XXL,Cream,1,392.63
JNE3707-DR-XXXL,JNE3707,5.0,DRESS,XXXL,Cream,1,498.16
JNE3708-TU-L,JNE3708,72.0,TUNIC,L,White,1,398.38
JNE3708-TU-M,JNE3708,96.0,TUNIC,M,White,1,449.01
JNE3708-TU-S,JNE3708,27.0,TUNIC,S,White,1,393.62
JNE3708-TU-XL,JNE3708,45.0,TUNIC,XL,White,1,184.28
JNE3708-TU-XS,JNE3708,24.0,TUNIC,XS,White,1,356.9
JNE3708-TU-XXL,JNE3708,11.0,TUNIC,XXL,White,1,134.86
JNE3708-TU-XXXL,JNE3708,27.0,TUNIC,XXXL,White,1,355.02
JNE3709-DR-L,JNE3709,2.0,DRESS,L,Mustard,1,386.07
JNE3709-DR-M,JNE3709,1.0,DRESS,M,Mustard,1,78.49
JNE3709-DR-S,JNE3709,3.0,DRESS,S,Mustard,1,188.48
JNE3709-DR-XL,JNE3709,3.0,DRESS,XL,Mustard,1,326.52
JNE3709-DR-XS,JNE3709,2.0,DRESS,XS,Mustard,1,119.95
JNE3709-DR-XXL,JNE3709,2.0,DRESS,XXL,Mustard,1,475.87
JNE3709-DR-XXXL,JNE3709,3.0,DRESS,XXXL,Mustard,1,292.65
JNE3710-DR-L,JNE3710,2.0,DRESS,L,Blue,1,233.18
JNE3710-DR-M,JNE3710,4.0,DRESS,M,Blue,1,76.29
JNE3710-DR-S,JNE3710,5.0,DRESS,S,Blue,1,403.39
JNE3710-DR-XL,JNE3710,2.0,DRESS,XL,Blue,1,399.98
JNE3710-DR-XS,JNE3710,4.0,DRESS,XS,Blue,1,46.92
JNE3710-DR-XXL,JNE3710,5.0,DRESS,XXL,Blue,1,203.41
JNE3710-DR-XXXL,JNE3710,2.0,DRESS,XXXL,Blue,1,38.46
JNE3712-TP-L,JNE3712,6.0,TOP,L,White,1,495.38
JNE3712-TP-M,JNE3712,7.0,TOP,M,White,1,373.53
JNE3712-TP-S,JNE3712,6.0,TOP,S,White,1,258.91
JNE3712-TP-XL,JNE3712,11.0,TOP,XL,White,1,433.32
JNE3712-TP-XS,JNE3712,24.0,TOP,XS,White,1,91.09
JNE3712-TP-XXL,JNE3712,24.0,TOP,XXL,White,1,302.51
JNE3713-TP-L,JNE3713,2.0,TOP,L,Grey,1,482.23
JNE3713-TP-M,JNE3713,0.0,TOP,M,Grey,1,255.78
JNE3713-TP-S,JNE3713,1.0,TOP,S,Grey,1,175.83
JNE3713-TP-XL,JNE3713,3.0,TOP,XL,Grey,1,327.28
JNE3713-TP-XS,JNE3713,3.0,TOP,XS,Grey,1,230.52
JNE3713-TP-XXL,JNE3713,23.0,TOP,XXL,Grey,1,239.35
JNE3714-KR-L,JNE3714,14.0,KURTA,L,TEAL GREEN ,1,311.95
JNE3714-KR-M,JNE3714,53.0,KURTA,M,TEAL GREEN ,1,132.91
JNE3714-KR-S,JNE3714,10.0,KURTA,S,TEAL GREEN ,1,189.68
JNE3714-KR-XL,JNE3714,14.0,KURTA,XL,TEAL GREEN ,1,160.36
JNE3714-KR-XS,JNE3714,26.0,KURTA,XS,TEAL GREEN ,1,46.94
JNE3714-KR-XXL,JNE3714,6.0,KURTA,XXL,TEAL GREEN ,1,389.39
JNE3714-KR-XXXL,JNE3714,9.0,KURTA,XXXL,TEAL GREEN ,1,204.77
JNE3715-KR-L,JNE3715,16.0,KURTA,L,Yellow,1,300.99
JNE3715-KR-M,JNE3715,63.0,KURTA,M,Yellow,1,483.84
JNE3715-KR-S,JNE3715,99.0,KURTA,S,Yellow,1,261.45
JNE3715-KR-XL,JNE3715,24.0,KURTA,XL,Yellow,1,420.8
JNE3715-KR-XS,JNE3715,16.0,KURTA,XS,Yellow,1,125.71
JNE3715-KR-XXL,JNE3715,25.0,KURTA,XXL,Yellow,1,24.65
JNE3715-KR-XXXL,JNE3715,2.0,KURTA,XXXL,Yellow,1,486.19
JNE3716-KR-L,JNE3716,104.0,KURTA,L,Teal,1,88.83
JNE3716-KR-M,JNE3716,109.0,KURTA,M,Teal,1,36.33
JNE3716-KR-S,JNE3716,99.0,KURTA,S,Teal,1,360.19
JNE3716-KR-XL,JNE3716,144.0,KURTA,XL,Teal,1,329.22
JNE3716-KR-XS,JNE3716,17.0,KURTA,XS,Teal,1,14.58
JNE3716-KR-XXL,JNE3716,138.0,KURTA,XXL,Teal,1,32.12
JNE3716-KR-XXXL,JNE3716,129.0,KURTA,XXXL,Teal,1,170.61
JNE3717-KR-L,JNE3717,41.0,KURTA,L,Light Green,1,208.99
JNE3717-KR-M,JNE3717,74.0,KURTA,M,Light Green,1,368.55
JNE3717-KR-S,JNE3717,69.0,KURTA,S,Light Green,1,494.61
JNE3717-KR-XL,JNE3717,7.0,KURTA,XL,Light Green,1,241.4
JNE3717-KR-XS,JNE3717,10.0,KURTA,XS,Light Green,1,47.01
JNE3717-KR-XXL,JNE3717,25.0,KURTA,XXL,Light Green,1,487.16
JNE3717-KR-XXXL,JNE3717,4.0,KURTA,XXXL,Light Green,1,297.03
JNE3718-KR-L,JNE3718,104.0,KURTA,L,Navy Blue,1,450.13
JNE3718-KR-M,JNE3718,216.0,KURTA,M,Navy Blue,1,95.63
JNE3718-KR-S,JNE3718,205.0,KURTA,S,Navy Blue,1,282.72
JNE3718-KR-XL,JNE3718,197.0,KURTA,XL,Navy Blue,1,290.42
JNE3718-KR-XS,JNE3718,101.0,KURTA,XS,Navy Blue,1,259.27
JNE3718-KR-XXL,JNE3718,132.0,KURTA,XXL,Navy Blue,1,319.58
JNE3718-KR-XXXL,JNE3718,154.0,KURTA,XXXL,Navy Blue,1,124.82
JNE3719-KR-L,JNE3719,56.0,KURTA,L,TEAL GREEN ,1,47.11
JNE3719-KR-M,JNE3719,5.0,KURTA,M,TEAL GREEN ,1,12.55
JNE3719-KR-S,JNE3719,24.0,KURTA,S,TEAL GREEN ,1,168.06
JNE3719-KR-XL,JNE3719,89.0,KURTA,XL,TEAL GREEN ,1,432.71
JNE3719-KR-XS,JNE3719,4.0,KURTA,XS,TEAL GREEN ,1,72.41
JNE3719-KR-XXL,JNE3719,38.0,KURTA,XXL,TEAL GREEN ,1,277.76
JNE3719-KR-XXXL,JNE3719,2.0,KURTA,XXXL,TEAL GREEN ,1,231.35
JNE3720-KR-L,JNE3720,312.0,KURTA,L,Navy Blue,1,165.63
JNE3720-KR-M,JNE3720,326.0,KURTA,M,Navy Blue,1,432.69
JNE3720-KR-S,JNE3720,197.0,KURTA,S,Navy Blue,1,146.91
